example_id                                                      | status | run_time        |
./spec/bali/form_builder/time_fields_spec.rb[1:2:8]             | passed | 0.00226 seconds |
./spec/bali/form_builder/time_zone_select_fields_spec.rb[1:1:1] | passed | 0.2 seconds     |
./spec/bali/form_builder/time_zone_select_fields_spec.rb[1:1:2] | passed | 0.00773 seconds |
./spec/bali/form_builder/time_zone_select_fields_spec.rb[1:2:1] | passed | 0.00794 seconds |
./spec/bali/form_builder/time_zone_select_fields_spec.rb[1:2:2] | passed | 0.00806 seconds |
./spec/bali/form_helper_spec.rb[1:1:1]                          | passed | 0.00198 seconds |
./spec/bali/form_helper_spec.rb[1:2:1]                          | passed | 0.00209 seconds |
./spec/bali/html_element_helper_spec.rb[1:1:1]                  | passed | 0.00138 seconds |
./spec/bali/html_element_helper_spec.rb[1:2:1]                  | passed | 0.00142 seconds |
./spec/bali/html_element_helper_spec.rb[1:3:1]                  | passed | 0.00144 seconds |
./spec/bali/html_element_helper_spec.rb[1:3:2]                  | passed | 0.00122 seconds |
./spec/bali/html_element_helper_spec.rb[1:3:3:1]                | passed | 0.0016 seconds  |
./spec/bali/html_element_helper_spec.rb[1:4:1]                  | passed | 0.00143 seconds |
./spec/bali/html_element_helper_spec.rb[1:4:2]                  | passed | 0.00118 seconds |
./spec/bali/layout_concern_spec.rb[1:1:1:1]                     | passed | 0.00164 seconds |
./spec/bali/layout_concern_spec.rb[1:1:2:1]                     | passed | 0.00155 seconds |
./spec/bali/types/time_value_spec.rb[1:1:1]                     | passed | 0.00627 seconds |
./spec/bali/types/time_value_spec.rb[1:1:2]                     | passed | 0.01212 seconds |
./spec/bali/types/time_value_spec.rb[1:2:1]                     | passed | 0.00182 seconds |
./spec/bali/types/time_value_spec.rb[1:2:2]                     | passed | 0.00147 seconds |
./spec/bali/types/time_value_spec.rb[1:2:3]                     | passed | 0.0016 seconds  |
./spec/bali/types/time_value_spec.rb[1:3:1]                     | passed | 0.00132 seconds |
./spec/bali/types/time_value_spec.rb[1:3:2]                     | passed | 0.00146 seconds |
./spec/bali/types/time_value_spec.rb[1:3:3]                     | passed | 0.00167 seconds |
./spec/bali/utils_spec.rb[1:1:1:1:1]                            | passed | 0.00163 seconds |
./spec/bali/utils_spec.rb[1:1:2:1]                              | passed | 0.00163 seconds |
./spec/bali/utils_spec.rb[1:2:1]                                | passed | 0.00154 seconds |
./spec/bali/utils_spec.rb[1:3:1:1]                              | passed | 0.00162 seconds |
./spec/bali/utils_spec.rb[1:3:2:1]                              | passed | 0.00167 seconds |
./spec/bali/utils_spec.rb[1:3:3:1]                              | passed | 0.00159 seconds |
